Year,Grid_Ref_Easting,Grid_Ref_Northing,Number_of_Vehicles,Number_of_Casualties,Accident_Date,Time,Road_Class,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Casualty_Severity,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle
2013,435722,436933,3,3,13.01.2013,1030,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,42,Car
2013,437018,429229,5,1,13.01.2013,1340,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,33,Car
2013,429080,425470,2,2,13.01.2013,1806,Unclassified,Wet,Darkness (streetlights present and lit),Snowing without high winds,Driver or rider,Serious,Male,19,Motorcycle >50cc and <=125cc
2013,429080,425470,2,2,13.01.2013,1806,Unclassified,Wet,Darkness (streetlights present and lit),Snowing without high winds,Pedestrian,Slight,Female,41,Motorcycle >50cc and <=125cc
2013,422992,437678,2,1,13.01.2013,1615,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,26,Bicycle
2013,436361,436312,1,1,13.01.2013,1915,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Male,64,Car
2013,426060,436363,2,2,14.01.2013,720,Unclassified,Snow,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,58,Car
2013,426060,436363,2,2,14.01.2013,720,Unclassified,Snow,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,50,Minibus
2013,430839,433997,2,1,14.01.2013,735,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,35,Bicycle
2013,431007,439223,2,2,14.01.2013,801,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,39,Car
2013,431007,439223,2,2,14.01.2013,801,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,14,Car
2013,430693,432517,2,1,13.01.2013,2015,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,27,Car
2013,429978,436583,2,1,14.01.2013,1150,"A (""back roads"")",Snow,Daylight (streetlights present),Snowing without high winds,Driver or rider,Slight,Male,35,Bicycle
2013,431757,437049,1,1,14.01.2013,1515,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,18,Car
2013,427632,431062,3,3,13.01.2013,1645,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,22,Car
2013,427632,431062,3,3,13.01.2013,1645,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,46,Car
2013,427632,431062,3,3,13.01.2013,1645,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,22,Car
2013,431759,435512,2,1,15.01.2013,1655,"A (""back roads"")",Ice,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,27,Car
2013,431481,435005,7,3,22.01.2013,1430,Unclassified,Snow,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,21,Bicycle
2013,431481,435005,7,3,22.01.2013,1430,Unclassified,Snow,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,33,Car
2013,424164,428142,2,1,21.01.2013,1805,"A (""back roads"")",Ice,Darkness (streetlighting unknown),Other,Driver or rider,Slight,Male,26,Car
2013,431296,429256,1,1,23.01.2013,1802,Unclassified,Ice,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Male,13,Car
2013,427520,426313,2,1,24.01.2013,715,Motorway (freeway),Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,49,Car
2013,428847,436577,2,1,24.01.2013,900,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,59,Bicycle
2013,436171,434563,1,1,24.01.2013,1042,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,45,Bus or coach
2013,428910,431065,1,1,24.01.2013,1510,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,21,Car
2013,433114,434020,1,1,24.01.2013,1655,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,45,Car
2013,430549,433450,1,1,25.01.2013,835,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,16,Car
2013,429786,430629,3,1,26.01.2013,1615,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,40,Car
2013,437703,427536,1,1,27.01.2013,435,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,24,Car
2013,433363,425600,3,1,26.01.2013,1845,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Raining without high winds,Driver or rider,Slight,Female,56,Car
2013,425414,440371,1,2,27.01.2013,2045,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,31,Car
2013,425414,440371,1,2,27.01.2013,2045,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Male,27,Car
2013,431030,433524,2,2,24.01.2013,1800,Unclassified,Wet,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Male,10,Bus or coach
2013,431030,433524,2,2,24.01.2013,1800,Unclassified,Wet,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Female,41,Bus or coach
2013,429315,435020,2,1,28.01.2013,945,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,37,Car
2013,426120,427632,2,1,28.01.2013,1140,B (regional road),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,39,Car
2013,428252,434461,2,1,28.01.2013,1817,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,68,Taxi/Private hire car
2013,420960,434374,1,2,29.01.2013,110,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Serious,Male,21,Car
2013,420960,434374,1,2,29.01.2013,110,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Serious,Male,21,Car
2013,431404,435029,2,3,26.01.2013,5,Unclassified,Snow,Darkness (streetlights present and lit),Snowing without high winds,Driver or rider,Slight,Male,35,Car
2013,431404,435029,2,3,26.01.2013,5,Unclassified,Snow,Darkness (streetlights present and lit),Snowing without high winds,Vehicle or pillion passenger,Slight,Male,42,Car
2013,431404,435029,2,3,26.01.2013,5,Unclassified,Snow,Darkness (streetlights present and lit),Snowing without high winds,Vehicle or pillion passenger,Slight,Male,39,Car
2013,432387,426454,2,2,29.01.2013,1455,Motorway (freeway),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,41,Car
2013,432387,426454,2,2,29.01.2013,1455,Motorway (freeway),Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,28,Car
2013,428847,440093,1,1,29.01.2013,1755,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Female,46,Car
2013,422115,436438,3,1,29.01.2013,1700,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Raining without high winds,Driver or rider,Serious,Female,23,Bicycle
2013,419503,445030,2,1,29.01.2013,850,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Serious,Male,37,Bicycle
2013,428393,434043,2,1,30.01.2013,920,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,50,Bus or coach
2013,427316,430795,4,3,30.01.2013,915,Motorway (freeway),Dry,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Male,51,Car
2013,427316,430795,4,3,30.01.2013,915,Motorway (freeway),Dry,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Female,33,Car
2013,427316,430795,4,3,30.01.2013,915,Motorway (freeway),Dry,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Male,36,Car
2013,435542,438368,2,1,30.01.2013,1243,Unclassified,Wet,Daylight (streetlights present),Raining with high winds,Driver or rider,Slight,Female,56,Car
2013,427170,426166,1,1,30.01.2013,1205,"A (""back roads"")",Wet,Daylight (streetlights present),Raining without high winds,Pedestrian,Slight,Male,32,Goods vehicle <=3.5 tons
2013,429731,438982,2,5,30.01.2013,1645,"A (""back roads"")",Wet,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Female,19,Car
2013,429731,438982,2,5,30.01.2013,1645,"A (""back roads"")",Wet,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Male,20,Car
2013,429731,438982,2,5,30.01.2013,1645,"A (""back roads"")",Wet,Daylight (streetlights present),Fine with high winds,Vehicle or pillion passenger,Slight,Male,18,Car
2013,429731,438982,2,5,30.01.2013,1645,"A (""back roads"")",Wet,Daylight (streetlights present),Fine with high winds,Vehicle or pillion passenger,Slight,Female,14,Car
2013,429731,438982,2,5,30.01.2013,1645,"A (""back roads"")",Wet,Daylight (streetlights present),Fine with high winds,Vehicle or pillion passenger,Slight,Female,16,Car
2013,429083,433517,1,1,28.01.2013,1620,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,16,Car
2013,428753,432710,2,1,30.01.2013,2050,"A (""back roads"")",Wet,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,32,Bicycle
2013,423548,437383,2,1,31.01.2013,840,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,18,Motorcycle >50cc and <=125cc
2013,423474,434032,2,1,30.01.2013,1210,Unclassified,Wet,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Female,41,Bicycle
2013,427603,431005,2,2,30.01.2013,1800,"A (""back roads"")",Wet,Darkness (streetlighting unknown),Fine with high winds,Driver or rider,Slight,Female,39,Car
2013,427603,431005,2,2,30.01.2013,1800,"A (""back roads"")",Wet,Darkness (streetlighting unknown),Fine with high winds,Vehicle or pillion passenger,Slight,Female,37,Taxi/Private hire car
2013,426267,427863,1,1,30.01.2013,1825,B (regional road),Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Male,18,Car
2013,434621,441225,2,1,31.01.2013,1320,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,40,Car
2013,424260,428197,2,2,30.01.2013,2000,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,53,Car
2013,424260,428197,2,2,30.01.2013,2000,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Female,20,Car
2013,423729,437373,1,1,31.01.2013,1705,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Serious,Male,6,Car
2013,420579,444900,1,1,12.2.2013,720,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,22,Car
2013,428442,434506,1,1,1.2.2013,545,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Serious,Female,25,Car
2013,425170,437826,2,1,1.2.2013,1510,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,21,Goods vehicle <=3.5 tons
2013,442086,434474,2,1,1.2.2013,1420,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,43,Car
2013,431434,431612,2,1,2.2.2013,850,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,39,Bicycle
2013,421863,433949,3,2,2.2.2013,750,"A (""back roads"")",Ice,Daylight (streetlights present),Raining without high winds,Driver or rider,Serious,Male,42,Goods vehicle <=3.5 tons
2013,421863,433949,3,2,2.2.2013,750,"A (""back roads"")",Ice,Daylight (streetlights present),Raining without high winds,Vehicle or pillion passenger,Slight,Male,49,Goods vehicle <=3.5 tons
2013,419315,441752,2,1,2.2.2013,1010,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,38,Bicycle
2013,430232,433349,2,1,2.2.2013,320,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Female,23,Car
2013,432056,435963,2,1,3.2.2013,1005,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,25,Car
2013,437442,437919,2,1,4.2.2013,905,"A (""back roads"")",Wet,Daylight (streetlights present),Raining with high winds,Driver or rider,Slight,Female,38,Car
2013,430654,434684,3,1,4.2.2013,1320,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,53,Car
2013,432684,434525,1,1,4.2.2013,1530,Unclassified,Wet,Daylight (streetlights present),Raining with high winds,Pedestrian,Serious,Male,4,Car
2013,434180,441645,1,2,31.01.2013,1935,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,85,Car
2013,434180,441645,1,2,31.01.2013,1935,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Female,80,Car
2013,435365,425915,2,1,4.2.2013,1825,Motorway (freeway),Wet,Darkness (no streetlights),Raining with high winds,Driver or rider,Slight,Male,38,Car
2013,420900,434499,2,1,1.2.2013,810,"A (""back roads"")",Wet,Daylight (streetlights present),Snowing with high winds,Driver or rider,Slight,Male,47,Car
2013,426638,433492,1,1,1.2.2013,1810,Unclassified,Wet,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Female,65,Bus or coach
2013,431219,438322,2,1,5.2.2013,830,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,10,Bicycle
2013,430376,432087,2,1,4.2.2013,840,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,35,Car
2013,435040,433457,2,1,4.2.2013,630,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine with high winds,Driver or rider,Slight,Male,39,Bicycle
2013,431976,431222,2,1,6.2.2013,1010,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,40,Car
2013,429177,431936,2,2,6.2.2013,1100,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,26,Car
2013,429177,431936,2,2,6.2.2013,1100,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,26,Car
2013,441894,443870,2,1,6.2.2013,1055,"A(M) (""main roads"")",Wet,Daylight (streetlights present),Fine with high winds,Driver or rider,Fatal,Male,45,Car
2013,441161,433151,2,3,5.2.2013,1525,Unclassified,Wet,Daylight (streetlights present),Snowing without high winds,Driver or rider,Slight,Male,24,Car
2013,441161,433151,2,3,5.2.2013,1525,Unclassified,Wet,Daylight (streetlights present),Snowing without high winds,Driver or rider,Slight,Male,38,Car
2013,441161,433151,2,3,5.2.2013,1525,Unclassified,Wet,Daylight (streetlights present),Snowing without high winds,Vehicle or pillion passenger,Slight,Female,27,Car
2013,429773,433364,2,1,6.2.2013,1326,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,36,Bicycle
2013,420408,436670,2,1,6.2.2013,1745,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,27,Bicycle
2013,430604,432966,1,1,6.2.2013,1823,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Male,37,Car
2013,426366,438843,1,1,5.2.2013,513,Unclassified,Snow,Darkness (streetlights present and lit),Snowing without high winds,Driver or rider,Slight,Male,54,Car
2013,443639,436510,3,3,6.2.2013,1130,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Male,41,Car
2013,443639,436510,3,3,6.2.2013,1130,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine with high winds,Driver or rider,Serious,Male,69,Car
2013,443639,436510,3,3,6.2.2013,1130,"A(M) (""main roads"")",Dry,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Male,21,Car
2013,429312,435025,2,4,7.2.2013,735,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,20,Car
2013,429312,435025,2,4,7.2.2013,735,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,22,Car
2013,429312,435025,2,4,7.2.2013,735,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,20,Car
2013,429312,435025,2,4,7.2.2013,735,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,24,Car
2013,430754,439186,2,1,7.2.2013,1028,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,38,Bicycle
2013,425868,432217,2,1,7.2.2013,1204,Unclassified,Wet,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,60,Bus or coach
2013,423868,437662,2,2,7.2.2013,1330,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,23,Car
2013,423868,437662,2,2,7.2.2013,1330,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,59,Car
2013,433170,435233,2,1,7.2.2013,1500,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,30,Car
2013,426437,435350,2,2,7.2.2013,1820,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,28,Car
2013,426437,435350,2,2,7.2.2013,1820,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Vehicle or pillion passenger,Slight,Male,28,Car
2013,434853,428424,2,3,7.2.2013,1724,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,20,Car
2013,434853,428424,2,3,7.2.2013,1724,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,39,Car
