"Year","Reference_Number","Grid_Ref_Easting","Grid_Ref_Northing","Number_of_Vehicles","Number_of_Casualties","Accident_Date","Time","Road_Class","Road_Surface","Lighting_Conditions","Weather_Conditions","Casualty_Class","Casualty_Severity","Sex_of_Casualty","Age_of_Casualty","Type_of_Vehicle"
"2014","1AC0576","430805","433285","2","1","12_10_2014","1055","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","70","Car"
"2014","1AC0915","427459","435446","4","2","12_10_2014","1658","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","29","Car"
"2014","1AC0915","427459","435446","4","2","12_10_2014","1658","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","28","Car"
"2014","1AD0081","432020","434741","2","2","13_10_2014","143","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Serious","Male","26","Car"
"2014","1AD0081","432020","434741","2","2","13_10_2014","143","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Vehicle or pillion passenger","Serious","Male","34","Car"
"2014","1AD0158","425065","434382","2","1","13_10_2014","706","A (back roads)","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","25","Car"
"2014","1AD0206","430354","438550","2","1","13_10_2014","745","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Female","24","Car"
"2014","1AD0216","435431","439805","3","1","13_10_2014","757","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Female","32","Motorcycle >50cc and <=125cc"
"2014","1AD0363","424765","435355","2","1","13_10_2014","955","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","4","Car"
"2014","1AD0412","445256","431851","1","1","13_10_2014","1024","A(M) (main roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Female","17","Car"
"2014","1AE0339","435268","439754","2","2","14_10_2014","936","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","31","Car"
"2014","1AE0339","435268","439754","2","2","14_10_2014","936","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","27","Car"
"2014","1AE0730","426174","438742","2","1","14_10_2014","1326","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","23","Motorcycle <= 50cc"
"2014","1AE0954","429543","434843","2","1","14_10_2014","1530","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","18","Motorcycle >50cc and <=125cc"
"2014","1AE1113","442952","435328","1","1","14_10_2014","1645","B (regional road)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","21","Motorcycle >50cc and <=125cc"
"2014","1AE1316","428327","426398","2","1","14_10_2014","1815","Motorway (freeway)","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Driver or rider","Slight","Male","47","Car"
"2014","1AF0056","432961","440276","1","1","15_10_2014","110","Unclassified","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","31","Car"
"2014","1AF0252","424528","437061","2","1","15_10_2014","800","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","40","Bicycle"
"2014","1AF0415","420327","445620","2","1","15_10_2014","1015","Unclassified","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","30","Car"
"2014","1AF0652","430654","434688","2","1","15_10_2014","1251","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Female","56","Car"
"2014","1AF0780","428804","432747","2","1","15_10_2014","1400","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","40","Car"
"2014","1AF0962","431923","438099","2","1","10_10_2014","1630","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","53","Bicycle"
"2014","1AF1320","429931","437064","1","1","15_10_2014","1850","A (back roads)","Wet","Daylight (streetlights present)","Raining with high winds","Pedestrian","Serious","Female","74","Taxi/Private hire car"
"2014","1AF1341","428097","434762","2","1","15_10_2014","1900","Unclassified","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Driver or rider","Slight","Male","20","Bicycle"
"2014","1AF1426","430090","431350","1","1","15_10_2014","1900","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Slight","Female","11","Goods vehicle <=3.5 tons"
"2014","1AF1712","429692","432929","1","2","15_10_2014","2340","Unclassified","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Pedestrian","Slight","Female","23","Taxi/Private hire car"
"2014","1AF1712","429692","432929","1","2","15_10_2014","2340","Unclassified","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Pedestrian","Slight","Male","26","Taxi/Private hire car"
"2014","1AG0293","436452","436053","2","1","16_10_2014","901","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","55","Car"
"2014","1AG0491","427524","436945","2","1","16_10_2014","850","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","37","Bicycle"
"2014","1AG0593","429449","439424","1","1","16_10_2014","1445","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Male","14","Car"
"2014","1AG1006","428435","429604","1","1","16_10_2014","1437","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","28","Goods vehicle <=3.5 tons"
"2014","1AG1189","431745","431417","2","1","16_10_2014","1809","A (back roads)","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","23","Bicycle"
"2014","1AH0047","432592","427380","3","2","17_10_2014","57","A (back roads)","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Driver or rider","Slight","Male","19","Car"
"2014","1AH0047","432592","427380","3","2","17_10_2014","57","A (back roads)","Wet","Darkness (streetlights present and lit)","Raining w/o high winds","Vehicle or pillion passenger","Slight","Male","17","Car"
"2014","1AH0209","423047","437663","2","1","17_10_2014","758","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","31","Bicycle"
"2014","1AH0226","423809","439248","2","1","17_10_2014","745","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","23","Car"
"2014","1AH0321","431371","435302","2","2","17_10_2014","835","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","40","Car"
"2014","1AH0321","431371","435302","2","2","17_10_2014","835","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","28","Car"
"2014","1AH0375","433258","434026","3","2","17_10_2014","1000","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","31","Car"
"2014","1AH0375","433258","434026","3","2","17_10_2014","1000","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Male","31","Car"
"2014","1AH0546","441101","449222","2","1","17_10_2014","1155","A(M) (main roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","56","Car"
"2014","1AH0650","428268","429615","2","1","17_10_2014","1255","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","31","Car"
"2014","1AH0887","436836","433727","2","1","17_10_2014","1540","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","35","Car"
"2014","1AI0552","424100","431966","3","1","18_10_2014","945","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","50","Car"
"2014","1AI0595","427891","432915","2","1","18_10_2014","1030","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Female","34","Car"
"2014","1AI0791","433552","435959","2","1","18_10_2014","1313","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","50","Car"
"2014","1AI0900","430641","433827","2","2","18_10_2014","1405","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","20","Car"
"2014","1AI0900","430641","433827","2","2","18_10_2014","1405","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Vehicle or pillion passenger","Slight","Female","18","Car"
"2014","1AI1088","423666","437574","2","1","17_10_2014","1845","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","35","Bicycle"
"2014","1AJ0005","429715","433798","2","1","19_10_2014","5","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","40","Taxi/Private hire car"
"2014","1AJ0462","429100","433568","2","2","19_10_2014","640","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","49","Car"
"2014","1AJ0462","429100","433568","2","2","19_10_2014","640","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","39","Car"
"2014","1AJ1391","430140","436301","2","1","19_10_2014","1923","A (back roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Pedestrian","Serious","Male","46","Car"
"2014","1AJ1579","441281","434629","2","1","19_10_2014","2130","Motorway (freeway)","Wet","Darkness (no streetlights)","Raining w/o high winds","Driver or rider","Slight","Male","29","Car"
"2014","1AK0574","430988","428228","2","1","20_10_2014","1234","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","23","Bicycle"
"2014","1AK0755","431130","431930","1","1","20_10_2014","1415","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","54","Car"
"2014","1AK1031","435431","439805","2","2","20_10_2014","1707","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","22","Car"
"2014","1AK1031","435431","439805","2","2","20_10_2014","1707","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","45","Car"
"2014","1AK1498","440777","433031","1","1","20_10_2014","1530","Unclassified","Dry","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","75","Car"
"2014","1AL0533","429915","432748","2","1","21_10_2014","1134","A (back roads)","Wet","Daylight (streetlights present)","Raining with high winds","Vehicle or pillion passenger","Slight","Female","21","Car"
"2014","1AL0594","428620","429665","3","2","21_10_2014","1215","A (back roads)","Wet","Daylight (streetlights present)","Raining with high winds","Driver or rider","Slight","Female","26","Car"
"2014","1AL0594","428620","429665","3","2","21_10_2014","1215","A (back roads)","Wet","Daylight (streetlights present)","Raining with high winds","Driver or rider","Slight","Male","29","Car"
"2014","1AL0823","420356","434245","2","1","21_10_2014","1509","A (back roads)","Dry","Daylight (streetlights present)","Fine with high winds","Driver or rider","Slight","Male","55","Motorcycle over 500cc"
"2014","1AL1175","431833","435635","1","1","21_10_2014","1515","A (back roads)","Dry","Daylight (streetlights present)","Fine with high winds","Vehicle or pillion passenger","Slight","Female","65","Taxi/Private hire car"
"2014","1AL1185","421541","439405","2","1","21_10_2014","1720","Unclassified","Dry","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Female","25","Car"
"2014","1AM0193","430624","424778","2","1","22_10_2014","730","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Serious","Male","18","Motorcycle >50cc and <=125cc"
"2014","1AM0501","431055","430949","3","1","22_10_2014","1131","Unclassified","Wet","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Female","77","Car"
"2014","1AM0719","427486","434587","2","1","22_10_2014","1340","A (back roads)","Wet","Daylight (streetlights present)","Raining w/o high winds","Driver or rider","Slight","Male","40","Bicycle"
"2014","1AM1093","432348","434941","1","1","22_10_2014","1701","B (regional road)","Wet","Daylight (streetlights present)","Fine w/o high winds","Pedestrian","Slight","Female","26","Car"
"2014","1AM1173","430338","434229","2","1","22_10_2014","1730","A(M) (main roads)","Wet","Darkness (streetlights present and lit)","Fine w/o high winds","Driver or rider","Slight","Male","22","Motorcycle >50cc and <=125cc"
"2014","1AN0179","434567","434448","2","1","23_10_2014","658","A (back roads)","Dry","Daylight (streetlights present)","Fine w/o high winds","Driver or rider","Slight","Male","43","Car"
